player,turn,deadwood,score,opp_score,hand_result,match_result
1,3,39,87,93,7,0
0,4,42,93,87,-7,1
1,5,39,87,93,7,0
0,6,35,93,87,-7,1
1,7,39,87,93,7,0
0,8,14,93,87,-7,1
1,9,39,87,93,7,0
0,10,13,93,87,-7,1
1,11,34,87,93,7,0
0,12,13,93,87,-7,1
1,13,34,87,93,7,0
0,14,13,93,87,-7,1
1,15,34,87,93,7,0
0,16,16,93,87,-7,1
1,17,25,87,93,7,0
0,1,43,93,94,23,1
1,2,35,94,93,-23,0
0,3,15,93,94,23,1
1,1,57,0,0,35,1
0,2,63,0,0,-35,0
1,3,35,0,0,35,1
0,4,63,0,0,-35,0
1,5,26,0,0,35,1
0,6,37,0,0,-35,0
1,7,22,0,0,35,1
0,8,37,0,0,-35,0
1,9,22,0,0,35,1
0,1,68,0,35,-48,0
1,2,13,35,0,48,1
0,3,68,0,35,-48,0
1,4,13,35,0,48,1
1,1,55,83,0,5,1
0,2,76,0,83,-5,0
1,3,55,83,0,5,1
0,4,76,0,83,-5,0
1,5,48,83,0,5,1
0,6,71,0,83,-5,0
1,7,28,83,0,5,1
0,8,74,0,83,-5,0
1,9,19,83,0,5,1
0,10,44,0,83,-5,0
1,11,19,83,0,5,1
0,12,14,0,83,-5,0
1,13,18,83,0,5,1
0,1,66,0,88,20,0
1,2,71,88,0,-20,1
0,3,47,0,88,20,0
1,4,47,88,0,-20,1
0,5,40,0,88,20,0
1,6,42,88,0,-20,1
0,7,11,0,88,20,0
1,1,74,88,20,-26,1
0,2,51,20,88,26,0
1,3,74,88,20,-26,1
0,4,51,20,88,26,0
1,5,73,88,20,-26,1
0,6,50,20,88,26,0
1,7,73,88,20,-26,1
0,8,55,20,88,26,0
1,9,53,88,20,-26,1
0,10,55,20,88,26,0
1,11,45,88,20,-26,1
0,12,26,20,88,26,0
1,13,45,88,20,-26,1
0,14,16,20,88,26,0
1,15,43,88,20,-26,1
0,16,16,20,88,26,0
0,1,62,46,88,-29,0
1,2,42,88,46,29,1
0,3,62,46,88,-29,0
1,4,42,88,46,29,1
0,5,59,46,88,-29,0
1,6,33,88,46,29,1
0,7,37,46,88,-29,0
1,8,26,88,46,29,1
0,9,35,46,88,-29,0
1,10,17,88,46,29,1
0,1,40,0,0,-20,1
1,2,69,0,0,20,0
0,3,40,0,0,-20,1
1,4,69,0,0,20,0
0,5,40,0,0,-20,1
1,6,39,0,0,20,0
0,7,40,0,0,-20,1
1,8,12,0,0,20,0
0,9,36,0,0,-20,1
1,10,18,0,0,20,0
1,1,44,20,0,-10,0
0,2,37,0,20,10,1
1,3,44,20,0,-10,0
0,4,37,0,20,10,1
1,5,37,20,0,-10,0
0,6,31,0,20,10,1
1,7,29,20,0,-10,0
0,8,36,0,20,10,1
0,1,70,10,20,16,1
1,2,72,20,10,-16,0
0,3,70,10,20,16,1
1,4,72,20,10,-16,0
0,5,74,10,20,16,1
1,6,63,20,10,-16,0
0,7,44,10,20,16,1
1,8,33,20,10,-16,0
0,9,39,10,20,16,1
1,10,33,20,10,-16,0
0,11,14,10,20,16,1
1,1,52,20,26,14,0
0,2,29,26,20,-14,1
1,3,52,20,26,14,0
0,4,29,26,20,-14,1
1,5,52,20,26,14,0
0,6,24,26,20,-14,1
1,7,52,20,26,14,0
0,8,24,26,20,-14,1
1,9,52,20,26,14,0
0,10,19,26,20,-14,1
1,11,49,20,26,14,0
0,12,19,26,20,-14,1
1,13,49,20,26,14,0
0,14,17,26,20,-14,1
1,15,25,20,26,14,0
0,16,17,26,20,-14,1
1,17,25,20,26,14,0
0,1,54,26,34,36,1
1,2,54,34,26,-36,0
0,3,44,26,34,36,1
1,4,45,34,26,-36,0
0,5,39,26,34,36,1
1,1,36,34,62,-21,0
0,2,36,62,34,21,1
1,3,36,34,62,-21,0
0,4,36,62,34,21,1
1,5,35,34,62,-21,0
0,6,36,62,34,21,1
1,7,35,34,62,-21,0
0,8,36,62,34,21,1
0,1,66,83,34,31,1
1,2,55,34,83,-31,0
0,3,66,83,34,31,1
1,4,41,34,83,-31,0
0,5,66,83,34,31,1
1,6,41,34,83,-31,0
0,7,66,83,34,31,1
1,8,38,34,83,-31,0
0,9,36,83,34,31,1
1,10,33,34,83,-31,0
0,11,27,83,34,31,1
1,12,33,34,83,-31,0
0,13,25,83,34,31,1
1,14,25,34,83,-31,0
0,15,25,83,34,31,1
1,16,24,34,83,-31,0
1,1,44,0,0,-30,1
0,2,68,0,0,30,0
1,3,44,0,0,-30,1
0,4,68,0,0,30,0
1,5,44,0,0,-30,1
0,6,68,0,0,30,0
1,7,44,0,0,-30,1
0,8,50,0,0,30,0
1,9,44,0,0,-30,1
0,10,50,0,0,30,0
1,11,42,0,0,-30,1
0,12,24,0,0,30,0
1,13,16,0,0,-30,1
0,14,15,0,0,30,0
1,15,16,0,0,-30,1
0,16,13,0,0,30,0
1,17,12,0,0,-30,1
0,18,13,0,0,30,0
1,19,12,0,0,-30,1
0,20,9,0,0,30,0
1,21,12,0,0,-30,1
0,1,56,30,0,8,0
1,2,37,0,30,-8,1
0,3,56,30,0,8,0
1,4,22,0,30,-8,1
0,5,52,30,0,8,0
1,6,22,0,30,-8,1
0,7,52,30,0,8,0
1,8,21,0,30,-8,1
0,9,52,30,0,8,0
1,10,17,0,30,-8,1
0,11,22,30,0,8,0
1,1,65,0,38,25,1
0,2,64,38,0,-25,0
1,3,65,0,38,25,1
0,4,64,38,0,-25,0
1,5,35,0,38,25,1
0,6,34,38,0,-25,0
1,7,26,0,38,25,1
0,1,61,38,25,-34,0
1,2,34,25,38,34,1
0,3,61,38,25,-34,0
1,4,34,25,38,34,1
0,5,58,38,25,-34,0
1,6,28,25,38,34,1
0,7,40,38,25,-34,0
1,8,20,25,38,34,1
0,9,40,38,25,-34,0
1,10,20,25,38,34,1
0,11,40,38,25,-34,0
1,12,11,25,38,34,1
0,13,41,38,25,-34,0
1,14,11,25,38,34,1
1,1,69,59,38,9,1
0,2,36,38,59,-9,0
1,3,52,59,38,9,1
0,4,29,38,59,-9,0
1,5,44,59,38,9,1
0,6,29,38,59,-9,0
1,7,43,59,38,9,1
0,8,20,38,59,-9,0
1,9,43,59,38,9,1
0,10,18,38,59,-9,0
1,11,38,59,38,9,1
0,1,40,38,68,-14,0
1,2,60,68,38,14,1
0,3,40,38,68,-14,0
1,4,60,68,38,14,1
0,5,41,38,68,-14,0
1,6,51,68,38,14,1
0,7,34,38,68,-14,0
1,8,43,68,38,14,1
0,9,33,38,68,-14,0
1,10,43,68,38,14,1
0,11,27,38,68,-14,0
1,12,43,68,38,14,1
0,13,30,38,68,-14,0
1,14,31,68,38,14,1
0,15,30,38,68,-14,0
1,16,15,68,38,14,1
0,17,23,38,68,-14,0
1,18,14,68,38,14,1
0,19,23,38,68,-14,0
1,20,11,68,38,14,1
0,21,23,38,68,-14,0
1,22,11,68,38,14,1
1,1,69,82,38,6,1
0,2,42,38,82,-6,0
1,3,69,82,38,6,1
0,4,42,38,82,-6,0
1,5,63,82,38,6,1
0,6,42,38,82,-6,0
1,7,63,82,38,6,1
0,8,22,38,82,-6,0
1,9,33,82,38,6,1
0,10,22,38,82,-6,0
1,11,32,82,38,6,1
0,12,12,38,82,-6,0
1,13,27,82,38,6,1
0,14,13,38,82,-6,0
1,15,27,82,38,6,1
0,1,40,38,88,-29,0
1,2,45,88,38,29,1
0,3,40,38,88,-29,0
1,4,45,88,38,29,1
0,5,40,38,88,-29,0
1,6,44,88,38,29,1
0,7,38,38,88,-29,0
1,8,38,88,38,29,1
0,9,38,38,88,-29,0
1,10,31,88,38,29,1
0,11,38,38,88,-29,0
1,12,31,88,38,29,1
0,13,38,38,88,-29,0
1,14,23,88,38,29,1
0,15,38,38,88,-29,0
1,16,23,88,38,29,1
0,17,38,38,88,-29,0
1,18,23,88,38,29,1
0,1,44,0,0,33,1
1,2,74,0,0,-33,0
0,3,44,0,0,33,1
1,4,74,0,0,-33,0
0,5,41,0,0,33,1
1,6,52,0,0,-33,0
0,7,11,0,0,33,1
1,8,47,0,0,-33,0
0,9,11,0,0,33,1
1,1,72,0,33,6,0
0,2,41,33,0,-6,1
1,3,72,0,33,6,0
0,4,41,33,0,-6,1
1,5,65,0,33,6,0
0,6,44,33,0,-6,1
1,7,63,0,33,6,0
0,8,44,33,0,-6,1
1,9,45,0,33,6,0
0,10,44,33,0,-6,1
1,11,36,0,33,6,0
0,12,44,33,0,-6,1
1,13,36,0,33,6,0
0,1,74,33,6,33,1
1,2,78,6,33,-33,0
0,3,74,33,6,33,1
1,4,78,6,33,-33,0
0,5,74,33,6,33,1
1,6,78,6,33,-33,0
0,7,44,33,6,33,1
1,8,48,6,33,-33,0
0,9,35,33,6,33,1
1,1,69,6,66,1,0
0,2,56,66,6,-1,1
1,3,69,6,66,1,0
0,4,56,66,6,-1,1
1,5,66,6,66,1,0
0,6,56,66,6,-1,1
1,7,58,6,66,1,0
0,8,35,66,6,-1,1
1,9,58,6,66,1,0
0,10,35,66,6,-1,1
1,11,58,6,66,1,0
0,12,27,66,6,-1,1
1,13,30,6,66,1,0
0,14,31,66,6,-1,1
1,15,26,6,66,1,0
0,16,12,66,6,-1,1
1,17,23,6,66,1,0
0,1,58,66,7,-15,1
1,2,52,7,66,15,0
0,3,58,66,7,-15,1
1,4,52,7,66,15,0
0,5,58,66,7,-15,1
1,6,45,7,66,15,0
0,7,58,66,7,-15,1
1,8,45,7,66,15,0
0,9,54,66,7,-15,1
1,10,42,7,66,15,0
0,11,54,66,7,-15,1
1,12,36,7,66,15,0
0,13,57,66,7,-15,1
1,14,30,7,66,15,0
0,15,57,66,7,-15,1
1,16,30,7,66,15,0
0,17,57,66,7,-15,1
1,18,30,7,66,15,0
0,19,30,66,7,-15,1
1,20,28,7,66,15,0
0,21,30,66,7,-15,1
1,22,28,7,66,15,0
0,23,30,66,7,-15,1
1,24,28,7,66,15,0
0,25,30,66,7,-15,1
1,26,15,7,66,15,0
0,27,24,66,7,-15,1
1,28,15,7,66,15,0
0,29,24,66,7,-15,1
1,30,15,7,66,15,0
1,1,79,22,66,31,0
0,2,81,66,22,-31,1
1,3,79,22,66,31,0
0,4,81,66,22,-31,1
1,5,76,22,66,31,0
0,6,81,66,22,-31,1
1,7,72,22,66,31,0
0,8,74,66,22,-31,1
1,9,34,22,66,31,0
0,10,67,66,22,-31,1
1,11,13,22,66,31,0
0,1,48,66,53,5,1
1,2,79,53,66,-5,0
0,3,48,66,53,5,1
1,4,40,53,66,-5,0
0,5,46,66,53,5,1
1,6,37,53,66,-5,0
0,7,46,66,53,5,1
1,8,29,53,66,-5,0
0,9,49,66,53,5,1
1,10,12,53,66,-5,0
0,11,23,66,53,5,1
1,12,12,53,66,-5,0
0,13,19,66,53,5,1
1,1,59,53,71,-30,0
0,2,54,71,53,30,1
1,3,37,53,71,-30,0
0,4,46,71,53,30,1
1,5,37,53,71,-30,0
0,6,38,71,53,30,1
1,7,37,53,71,-30,0
0,8,11,71,53,30,1
1,9,37,53,71,-30,0
0,10,11,71,53,30,1
1,1,59,0,0,-36,0
0,2,32,0,0,36,1
0,1,42,36,0,-32,1
1,2,23,0,36,32,0
0,3,42,36,0,-32,1
1,4,23,0,36,32,0
0,5,43,36,0,-32,1
1,6,13,0,36,32,0
1,1,46,32,36,-27,0
0,2,54,36,32,27,1
1,3,46,32,36,-27,0
0,4,54,36,32,27,1
1,5,46,32,36,-27,0
0,6,44,36,32,27,1
1,7,43,32,36,-27,0
0,8,25,36,32,27,1
1,9,35,32,36,-27,0
0,10,26,36,32,27,1
0,1,56,63,32,0,1
1,2,72,32,63,0,0
0,3,38,63,32,0,1
1,4,42,32,63,0,0
0,5,34,63,32,0,1
1,6,38,32,63,0,0
0,7,26,63,32,0,1
1,8,29,32,63,0,0
0,9,23,63,32,0,1
1,10,29,32,63,0,0
0,11,24,63,32,0,1
1,12,28,32,63,0,0
0,13,24,63,32,0,1
1,14,28,32,63,0,0
0,15,24,63,32,0,1
1,16,24,32,63,0,0
0,17,30,63,32,0,1
1,18,22,32,63,0,0
0,19,27,63,32,0,1
1,20,16,32,63,0,0
0,21,13,63,32,0,1
1,22,16,32,63,0,0
0,23,13,63,32,0,1
1,24,16,32,63,0,0
0,25,13,63,32,0,1
1,26,16,32,63,0,0
0,27,13,63,32,0,1
1,28,16,32,63,0,0
0,29,13,63,32,0,1
1,30,13,32,63,0,0
0,31,4,63,32,0,1
1,32,13,32,63,0,0
0,1,52,63,32,-20,1
1,2,53,32,63,20,0
0,3,53,63,32,-20,1
1,4,53,32,63,20,0
0,5,46,63,32,-20,1
1,6,23,32,63,20,0
1,1,56,52,63,4,0
0,2,43,63,52,-4,1
1,3,56,52,63,4,0
0,4,43,63,52,-4,1
1,5,55,52,63,4,0
0,6,43,63,52,-4,1
1,7,55,52,63,4,0
0,8,34,63,52,-4,1
1,9,25,52,63,4,0
0,10,29,63,52,-4,1
1,11,26,52,63,4,0
0,12,29,63,52,-4,1
1,13,21,52,63,4,0
0,14,29,63,52,-4,1
1,15,21,52,63,4,0
0,16,24,63,52,-4,1
1,17,12,52,63,4,0
0,18,24,63,52,-4,1
1,19,11,52,63,4,0
0,1,70,63,56,30,1
1,2,66,56,63,-30,0
0,3,70,63,56,30,1
1,4,54,56,63,-30,0
0,5,67,63,56,30,1
1,6,46,56,63,-30,0
0,7,47,63,56,30,1
1,8,43,56,63,-30,0
0,9,41,63,56,30,1
1,10,43,56,63,-30,0
0,11,41,63,56,30,1
1,12,43,56,63,-30,0
0,13,25,63,56,30,1
1,1,66,56,93,-10,0
0,2,46,93,56,10,1
1,3,66,56,93,-10,0
0,4,46,93,56,10,1
1,5,64,56,93,-10,0
0,6,46,93,56,10,1
1,7,56,56,93,-10,0
0,8,46,93,56,10,1
1,9,31,56,93,-10,0
0,10,16,93,56,10,1
1,11,31,56,93,-10,0
0,12,16,93,56,10,1
0,1,54,0,0,-30,0
1,2,57,0,0,30,1
0,3,54,0,0,-30,0
1,4,27,0,0,30,1
0,5,47,0,0,-30,0
1,6,27,0,0,30,1
1,1,70,30,0,-7,1
0,2,63,0,30,7,0
1,3,70,30,0,-7,1
0,4,63,0,30,7,0
1,5,66,30,0,-7,1
0,6,51,0,30,7,0
1,7,66,30,0,-7,1
0,8,24,0,30,7,0
1,9,38,30,0,-7,1
0,10,19,0,30,7,0
1,11,17,30,0,-7,1
0,12,11,0,30,7,0
0,1,49,7,30,21,0
1,2,70,30,7,-21,1
0,3,49,7,30,21,0
1,4,70,30,7,-21,1
0,5,48,7,30,21,0
1,6,40,30,7,-21,1
0,7,44,7,30,21,0
1,8,36,30,7,-21,1
0,9,14,7,30,21,0
1,10,28,30,7,-21,1
0,11,13,7,30,21,0
1,12,28,30,7,-21,1
0,13,13,7,30,21,0
1,14,28,30,7,-21,1
0,15,13,7,30,21,0
1,1,57,30,28,11,1
0,2,63,28,30,-11,0
1,3,57,30,28,11,1
0,4,63,28,30,-11,0
1,5,52,30,28,11,1
0,6,63,28,30,-11,0
1,7,52,30,28,11,1
0,8,65,28,30,-11,0
1,9,45,30,28,11,1
0,10,58,28,30,-11,0
1,11,38,30,28,11,1
0,12,58,28,30,-11,0
1,13,18,30,28,11,1
0,14,58,28,30,-11,0
1,15,18,30,28,11,1
0,16,58,28,30,-11,0
1,17,11,30,28,11,1
0,18,45,28,30,-11,0
1,19,11,30,28,11,1
0,20,16,28,30,-11,0
1,21,11,30,28,11,1
0,1,33,28,41,12,0
1,2,65,41,28,-12,1
0,3,33,28,41,12,0
1,4,37,41,28,-12,1
0,5,31,28,41,12,0
1,6,32,41,28,-12,1
0,7,31,28,41,12,0
1,8,32,41,28,-12,1
0,9,25,28,41,12,0
1,10,32,41,28,-12,1
0,11,25,28,41,12,0
1,12,22,41,28,-12,1
0,13,24,28,41,12,0
1,1,57,41,40,-17,1
0,2,28,40,41,17,0
1,3,57,41,40,-17,1
0,4,28,40,41,17,0
1,5,54,41,40,-17,1
0,6,28,40,41,17,0
1,7,48,41,40,-17,1
0,8,33,40,41,17,0
1,9,29,41,40,-17,1
0,10,23,40,41,17,0
1,11,24,41,40,-17,1
0,12,13,40,41,17,0
1,13,20,41,40,-17,1
0,14,13,40,41,17,0
1,15,20,41,40,-17,1
0,16,13,40,41,17,0
0,1,70,57,41,-50,0
1,2,42,41,57,50,1
0,3,70,57,41,-50,0
1,4,21,41,57,50,1
0,5,66,57,41,-50,0
1,6,12,41,57,50,1
0,7,63,57,41,-50,0
1,8,12,41,57,50,1
0,9,63,57,41,-50,0
1,10,12,41,57,50,1
1,1,67,91,57,12,1
0,2,56,57,91,-12,0
1,3,67,91,57,12,1
0,4,56,57,91,-12,0
1,5,66,91,57,12,1
0,6,49,57,91,-12,0
1,7,40,91,57,12,1
0,8,49,57,91,-12,0
1,9,31,91,57,12,1
0,10,52,57,91,-12,0
1,11,24,91,57,12,1
0,12,24,57,91,-12,0
1,13,21,91,57,12,1
0,14,15,57,91,-12,0
1,15,15,91,57,12,1
1,1,70,0,0,-31,1
0,2,72,0,0,31,0
1,3,70,0,0,-31,1
0,4,72,0,0,31,0
1,5,61,0,0,-31,1
0,6,42,0,0,31,0
1,7,55,0,0,-31,1
0,8,43,0,0,31,0
1,9,50,0,0,-31,1
0,10,38,0,0,31,0
1,11,50,0,0,-31,1
0,12,16,0,0,31,0
1,13,50,0,0,-31,1
0,14,15,0,0,31,0
1,15,37,0,0,-31,1
0,16,18,0,0,31,0
1,17,19,0,0,-31,1
0,18,14,0,0,31,0
1,19,18,0,0,-31,1
0,20,10,0,0,31,0
1,21,15,0,0,-31,1
0,22,10,0,0,31,0
1,23,15,0,0,-31,1
0,24,10,0,0,31,0
1,25,15,0,0,-31,1
0,26,10,0,0,31,0
1,27,15,0,0,-31,1
0,28,8,0,0,31,0
1,29,15,0,0,-31,1
0,1,61,31,0,-3,0
1,2,66,0,31,3,1
0,3,61,31,0,-3,0
1,4,66,0,31,3,1
0,5,61,31,0,-3,0
1,6,57,0,31,3,1
0,7,31,31,0,-3,0
1,8,53,0,31,3,1
0,9,22,31,0,-3,0
1,10,48,0,31,3,1
0,11,18,31,0,-3,0
1,12,48,0,31,3,1
0,13,20,31,0,-3,0
1,14,47,0,31,3,1
0,15,20,31,0,-3,0
1,16,38,0,31,3,1
0,17,20,31,0,-3,0
1,18,25,0,31,3,1
0,19,18,31,0,-3,0
1,20,25,0,31,3,1
0,21,18,31,0,-3,0
1,22,25,0,31,3,1
1,1,37,3,31,9,1
0,2,73,31,3,-9,0
1,3,37,3,31,9,1
0,4,73,31,3,-9,0
1,5,37,3,31,9,1
0,6,71,31,3,-9,0
1,7,36,3,31,9,1
0,8,71,31,3,-9,0
1,9,36,3,31,9,1
0,10,42,31,3,-9,0
1,11,30,3,31,9,1
0,12,42,31,3,-9,0
1,13,12,3,31,9,1
0,1,28,31,12,-17,0
1,2,40,12,31,17,1
0,3,28,31,12,-17,0
1,4,40,12,31,17,1
0,5,19,31,12,-17,0
1,6,35,12,31,17,1
0,7,22,31,12,-17,0
1,8,25,12,31,17,1
0,9,22,31,12,-17,0
1,10,19,12,31,17,1
1,1,45,29,31,5,1
0,2,56,31,29,-5,0
1,3,45,29,31,5,1
0,4,56,31,29,-5,0
1,5,45,29,31,5,1
0,6,51,31,29,-5,0
1,7,35,29,31,5,1
0,8,47,31,29,-5,0
1,9,32,29,31,5,1
0,10,47,31,29,-5,0
1,11,28,29,31,5,1
0,12,41,31,29,-5,0
1,13,22,29,31,5,1
0,14,15,31,29,-5,0
1,15,22,29,31,5,1
0,16,15,31,29,-5,0
1,17,22,29,31,5,1
0,1,64,31,34,-22,0
1,2,63,34,31,22,1
0,3,64,31,34,-22,0
1,4,49,34,31,22,1
0,5,64,31,34,-22,0
1,6,44,34,31,22,1
0,7,64,31,34,-22,0
1,8,35,34,31,22,1
0,9,67,31,34,-22,0
1,10,32,34,31,22,1
0,11,61,31,34,-22,0
1,12,31,34,31,22,1
0,13,35,31,34,-22,0
1,14,25,34,31,22,1
1,1,72,56,31,-19,1
0,2,60,31,56,19,0
1,3,42,56,31,-19,1
0,4,53,31,56,19,0
1,5,42,56,31,-19,1
0,6,52,31,56,19,0
1,7,32,56,31,-19,1
0,8,25,31,56,19,0
1,9,27,56,31,-19,1
0,10,13,31,56,19,0
1,11,20,56,31,-19,1
0,12,13,31,56,19,0
0,1,36,50,56,-8,0
1,2,46,56,50,8,1
0,3,36,50,56,-8,0
1,4,46,56,50,8,1
0,5,23,50,56,-8,0
1,6,40,56,50,8,1
0,7,15,50,56,-8,0
1,8,38,56,50,8,1
0,9,13,50,56,-8,0
1,10,38,56,50,8,1
0,11,13,50,56,-8,0
1,12,32,56,50,8,1
0,13,13,50,56,-8,0
1,14,25,56,50,8,1
0,15,20,50,56,-8,0
1,16,15,56,50,8,1
0,17,21,50,56,-8,0
1,18,13,56,50,8,1
1,1,55,64,50,30,1
0,2,45,50,64,-30,0
1,3,55,64,50,30,1
0,4,45,50,64,-30,0
1,5,46,64,50,30,1
0,6,38,50,64,-30,0
1,7,18,64,50,30,1
0,1,51,50,94,-8,0
1,2,66,94,50,8,1
0,3,51,50,94,-8,0
1,4,42,94,50,8,1
0,5,51,50,94,-8,0
1,6,41,94,50,8,1
0,7,37,50,94,-8,0
1,8,38,94,50,8,1
0,9,12,50,94,-8,0
1,10,18,94,50,8,1
0,11,12,50,94,-8,0
1,12,15,94,50,8,1
0,1,36,0,0,8,0
1,2,73,0,0,-8,1
0,3,36,0,0,8,0
1,4,73,0,0,-8,1
0,5,32,0,0,8,0
1,6,73,0,0,-8,1
0,7,25,0,0,8,0
1,8,73,0,0,-8,1
0,9,25,0,0,8,0
1,10,43,0,0,-8,1
0,11,25,0,0,8,0
1,12,36,0,0,-8,1
0,13,26,0,0,8,0
1,14,17,0,0,-8,1
0,15,26,0,0,8,0
1,1,71,0,8,3,1
0,2,54,8,0,-3,0
1,3,71,0,8,3,1
0,4,54,8,0,-3,0
1,5,67,0,8,3,1
0,6,50,8,0,-3,0
1,7,66,0,8,3,1
0,8,45,8,0,-3,0
1,9,41,0,8,3,1
0,10,45,8,0,-3,0
1,11,41,0,8,3,1
0,12,45,8,0,-3,0
1,13,33,0,8,3,1
0,14,32,8,0,-3,0
1,15,31,0,8,3,1
0,16,32,8,0,-3,0
1,17,31,0,8,3,1
0,18,23,8,0,-3,0
1,19,31,0,8,3,1
0,20,20,8,0,-3,0
1,21,25,0,8,3,1
0,22,11,8,0,-3,0
1,23,25,0,8,3,1
0,24,11,8,0,-3,0
1,25,25,0,8,3,1
0,26,11,8,0,-3,0
1,27,25,0,8,3,1
0,1,52,8,3,-14,0
1,2,58,3,8,14,1
0,3,52,8,3,-14,0
1,4,58,3,8,14,1
0,5,44,8,3,-14,0
1,6,53,3,8,14,1
0,7,43,8,3,-14,0
1,8,44,3,8,14,1
0,9,45,8,3,-14,0
1,10,19,3,8,14,1
0,11,42,8,3,-14,0
1,12,19,3,8,14,1
1,1,71,17,8,18,1
0,2,77,8,17,-18,0
1,3,71,17,8,18,1
0,4,49,8,17,-18,0
1,5,41,17,8,18,1
0,6,41,8,17,-18,0
1,7,41,17,8,18,1
0,8,41,8,17,-18,0
1,9,41,17,8,18,1
0,10,36,8,17,-18,0
1,11,31,17,8,18,1
0,12,37,8,17,-18,0
1,13,11,17,8,18,1
0,14,36,8,17,-18,0
1,15,11,17,8,18,1
0,16,36,8,17,-18,0
1,17,11,17,8,18,1
0,1,26,8,35,25,0
1,2,72,35,8,-25,1
0,3,26,8,35,25,0
1,4,72,35,8,-25,1
0,5,23,8,35,25,0
1,6,65,35,8,-25,1
0,7,23,8,35,25,0
1,8,39,35,8,-25,1
0,9,20,8,35,25,0
1,10,39,35,8,-25,1
0,11,20,8,35,25,0
1,12,29,35,8,-25,1
0,13,25,8,35,25,0
1,14,27,35,8,-25,1
0,15,12,8,35,25,0
1,16,13,35,8,-25,1
0,17,12,8,35,25,0
1,18,13,35,8,-25,1
1,1,68,35,33,19,1
0,2,66,33,35,-19,0
1,3,68,35,33,19,1
0,4,66,33,35,-19,0
1,5,68,35,33,19,1
0,6,36,33,35,-19,0
1,7,54,35,33,19,1
0,8,35,33,35,-19,0
1,9,29,35,33,19,1
0,10,34,33,35,-19,0
1,11,19,35,33,19,1
0,1,72,33,54,24,0
1,2,68,54,33,-24,1
0,3,72,33,54,24,0
1,4,68,54,33,-24,1
0,5,71,33,54,24,0
1,6,59,54,33,-24,1
0,7,38,33,54,24,0
1,1,60,54,57,16,1
0,2,66,57,54,-16,0
1,3,60,54,57,16,1
0,4,66,57,54,-16,0
1,5,60,54,57,16,1
0,6,59,57,54,-16,0
1,7,57,54,57,16,1
0,8,52,57,54,-16,0
1,9,57,54,57,16,1
0,10,52,57,54,-16,0
1,11,57,54,57,16,1
0,12,54,57,54,-16,0
1,13,32,54,57,16,1
0,14,26,57,54,-16,0
1,15,32,54,57,16,1
0,16,34,57,54,-16,0
1,17,14,54,57,16,1
0,18,24,57,54,-16,0
1,19,14,54,57,16,1
0,1,80,57,70,-2,0
1,2,51,70,57,2,1
0,3,80,57,70,-2,0
1,4,51,70,57,2,1
0,5,50,57,70,-2,0
1,6,43,70,57,2,1
0,7,20,57,70,-2,0
1,8,33,70,57,2,1
0,9,20,57,70,-2,0
1,10,28,70,57,2,1
0,11,17,57,70,-2,0
1,12,28,70,57,2,1
0,13,13,57,70,-2,0
1,14,26,70,57,2,1
0,15,13,57,70,-2,0
1,16,26,70,57,2,1
0,17,19,57,70,-2,0
1,18,11,70,57,2,1
0,19,19,57,70,-2,0
1,20,11,70,57,2,1
0,21,10,57,70,-2,0
1,22,11,70,57,2,1
1,1,55,72,57,-14,1
0,2,38,57,72,14,0
1,3,55,72,57,-14,1
0,4,38,57,72,14,0
1,5,50,72,57,-14,1
0,6,44,57,72,14,0
1,7,48,72,57,-14,1
0,8,14,57,72,14,0
1,9,42,72,57,-14,1
0,10,14,57,72,14,0
1,11,33,72,57,-14,1
0,12,14,57,72,14,0
1,13,32,72,57,-14,1
0,14,14,57,72,14,0
0,1,54,71,72,-14,0
1,2,72,72,71,14,1
0,3,54,71,72,-14,0
1,4,72,72,71,14,1
0,5,36,71,72,-14,0
1,6,63,72,71,14,1
0,7,30,71,72,-14,0
1,8,55,72,71,14,1
0,9,30,71,72,-14,0
1,10,27,72,71,14,1
0,11,30,71,72,-14,0
1,12,27,72,71,14,1
0,13,28,71,72,-14,0
1,14,27,72,71,14,1
0,15,19,71,72,-14,0
1,16,27,72,71,14,1
0,17,24,71,72,-14,0
1,18,14,72,71,14,1
0,19,27,71,72,-14,0
1,20,14,72,71,14,1
0,21,21,71,72,-14,0
1,22,14,72,71,14,1
0,23,21,71,72,-14,0
1,24,14,72,71,14,1
0,25,21,71,72,-14,0
1,26,12,72,71,14,1
0,27,15,71,72,-14,0
1,28,12,72,71,14,1
0,29,23,71,72,-14,0
1,30,12,72,71,14,1
0,31,21,71,72,-14,0
1,32,12,72,71,14,1
1,1,53,86,71,37,1
0,2,55,71,86,-37,0
1,3,53,86,71,37,1
0,4,55,71,86,-37,0
1,5,44,86,71,37,1
0,6,55,71,86,-37,0
1,7,18,86,71,37,1
1,1,57,0,0,-10,1
0,2,51,0,0,10,0
1,3,57,0,0,-10,1
0,4,51,0,0,10,0
1,5,49,0,0,-10,1
0,6,42,0,0,10,0
1,7,29,0,0,-10,1
0,8,42,0,0,10,0
1,9,29,0,0,-10,1
0,10,39,0,0,10,0
0,1,63,10,0,-40,0
1,2,62,0,10,40,1
0,3,63,10,0,-40,0
1,4,62,0,10,40,1
0,5,54,10,0,-40,0
1,6,61,0,10,40,1
0,7,54,10,0,-40,0
1,8,37,0,10,40,1
0,9,47,10,0,-40,0
